id,geographic_area_name,estimate_total,estimate_total_car_truck_or_van,estimate_total_public_transportation,estimate_total_public_transportation_bus,estimate_total_public_transportation_subway_or_elevated_rail,estimate_total_public_transportation_long_distance_train_or_commuter_rail,estimate_total_public_transportation_light_rail_streetcar_or_trolley_carro_público_in_puerto_rico,estimate_total_public_transportation_ferryboat,estimate_total_taxicab,estimate_total_motorcycle,estimate_total_bicycle,estimate_total_walked,estimate_total_other_means,estimate_total_worked_from_home
1500000US530330292041,"Block Group 1, Census Tract 292.04, King County, Washington",1417,1094,224,224,0,0,0,0,0,0,0,0,0,99
1500000US530330292042,"Block Group 2, Census Tract 292.04, King County, Washington",1181,1014,45,17,0,28,0,0,0,0,0,0,0,122
1500000US530330292043,"Block Group 3, Census Tract 292.04, King County, Washington",467,438,0,0,0,0,0,0,0,0,0,0,13,16
1500000US530330292044,"Block Group 4, Census Tract 292.04, King County, Washington",1040,724,175,52,0,123,0,0,0,16,0,111,0,14
1500000US530330292051,"Block Group 1, Census Tract 292.05, King County, Washington",1240,1074,58,51,7,0,0,0,0,0,0,26,22,60
1500000US530330292052,"Block Group 2, Census Tract 292.05, King County, Washington",855,693,128,78,0,50,0,0,0,0,0,34,0,0
1500000US530330292053,"Block Group 3, Census Tract 292.05, King County, Washington",876,711,130,117,0,13,0,0,0,0,0,0,0,35
1500000US530330292061,"Block Group 1, Census Tract 292.06, King County, Washington",136,136,0,0,0,0,0,0,0,0,0,0,0,0
1500000US530330292062,"Block Group 2, Census Tract 292.06, King County, Washington",726,654,62,51,0,11,0,0,0,0,0,0,10,0
1500000US530330292063,"Block Group 3, Census Tract 292.06, King County, Washington",1057,796,182,128,46,8,0,0,28,0,0,35,0,16
1500000US530330293031,"Block Group 1, Census Tract 293.03, King County, Washington",395,363,13,13,0,0,0,0,0,0,0,0,0,19
1500000US530330293032,"Block Group 2, Census Tract 293.03, King County, Washington",552,399,15,15,0,0,0,0,0,0,0,0,16,122
1500000US530330293033,"Block Group 3, Census Tract 293.03, King County, Washington",1352,1093,117,97,0,20,0,0,0,0,10,62,15,55
1500000US530330293034,"Block Group 4, Census Tract 293.03, King County, Washington",505,499,6,6,0,0,0,0,0,0,0,0,0,0
1500000US530330293035,"Block Group 5, Census Tract 293.03, King County, Washington",1003,708,180,146,0,34,0,0,61,0,0,0,0,54
1500000US530330293041,"Block Group 1, Census Tract 293.04, King County, Washington",580,559,18,6,6,6,0,0,0,0,0,0,0,3
1500000US530330293042,"Block Group 2, Census Tract 293.04, King County, Washington",743,693,8,8,0,0,0,0,0,0,0,0,0,42
1500000US530330293043,"Block Group 3, Census Tract 293.04, King County, Washington",916,869,47,15,0,32,0,0,0,0,0,0,0,0
1500000US530330293044,"Block Group 4, Census Tract 293.04, King County, Washington",521,448,28,20,0,8,0,0,0,0,0,0,0,45
1500000US530330293051,"Block Group 1, Census Tract 293.05, King County, Washington",696,584,71,32,0,39,0,0,0,0,0,9,9,23
1500000US530330293052,"Block Group 2, Census Tract 293.05, King County, Washington",349,284,44,44,0,0,0,0,0,10,0,0,0,11
1500000US530330293053,"Block Group 3, Census Tract 293.05, King County, Washington",522,419,18,9,0,9,0,0,0,0,0,0,34,51
1500000US530330293054,"Block Group 4, Census Tract 293.05, King County, Washington",522,513,9,9,0,0,0,0,0,0,0,0,0,0
1500000US530330293061,"Block Group 1, Census Tract 293.06, King County, Washington",1175,1020,107,99,8,0,0,0,0,0,0,13,0,35
1500000US530330293062,"Block Group 2, Census Tract 293.06, King County, Washington",886,833,20,20,0,0,0,0,0,0,0,9,0,24
1500000US530330293071,"Block Group 1, Census Tract 293.07, King County, Washington",791,666,37,37,0,0,0,0,10,0,0,8,0,70
1500000US530330293072,"Block Group 2, Census Tract 293.07, King County, Washington",797,657,26,16,0,10,0,0,0,0,0,34,17,63
1500000US530330293073,"Block Group 3, Census Tract 293.07, King County, Washington",577,445,29,18,0,11,0,0,0,0,0,0,0,103
1500000US530330294031,"Block Group 1, Census Tract 294.03, King County, Washington",1206,1108,68,32,0,36,0,0,0,0,0,9,0,21
1500000US530330294032,"Block Group 2, Census Tract 294.03, King County, Washington",487,460,7,7,0,0,0,0,0,0,0,0,0,20
1500000US530330294033,"Block Group 3, Census Tract 294.03, King County, Washington",1303,1132,29,29,0,0,0,0,13,0,0,61,21,47
1500000US530330294051,"Block Group 1, Census Tract 294.05, King County, Washington",695,606,5,5,0,0,0,0,0,0,0,13,0,71
1500000US530330294052,"Block Group 2, Census Tract 294.05, King County, Washington",982,759,59,20,0,24,15,0,0,27,0,31,23,83
1500000US530330294053,"Block Group 3, Census Tract 294.05, King County, Washington",528,497,0,0,0,0,0,0,0,0,0,0,0,31
1500000US530330294054,"Block Group 4, Census Tract 294.05, King County, Washington",364,332,26,20,0,6,0,0,0,0,0,0,0,6
1500000US530330294055,"Block Group 5, Census Tract 294.05, King County, Washington",559,472,39,22,9,8,0,0,0,0,0,0,0,48
1500000US530330294061,"Block Group 1, Census Tract 294.06, King County, Washington",1037,882,91,37,0,41,13,0,0,0,0,8,0,56
1500000US530330294062,"Block Group 2, Census Tract 294.06, King County, Washington",1661,1476,46,35,0,11,0,0,0,0,0,0,59,80
1500000US530330294071,"Block Group 1, Census Tract 294.07, King County, Washington",859,661,161,124,0,28,9,0,0,0,7,14,0,16
1500000US530330294072,"Block Group 2, Census Tract 294.07, King County, Washington",831,724,27,10,0,17,0,0,0,0,0,17,9,54
1500000US530330294073,"Block Group 3, Census Tract 294.07, King County, Washington",431,387,34,18,0,16,0,0,0,0,0,0,0,10
1500000US530330294081,"Block Group 1, Census Tract 294.08, King County, Washington",607,543,23,23,0,0,0,0,0,0,20,0,0,21
1500000US530330294082,"Block Group 2, Census Tract 294.08, King County, Washington",710,586,75,75,0,0,0,0,11,0,0,3,8,27
1500000US530330294083,"Block Group 3, Census Tract 294.08, King County, Washington",943,756,129,118,0,11,0,0,34,10,0,0,0,14
1500000US530330295021,"Block Group 1, Census Tract 295.02, King County, Washington",1465,1253,157,122,0,35,0,0,0,0,0,0,0,55
1500000US530330295022,"Block Group 2, Census Tract 295.02, King County, Washington",709,626,29,15,0,14,0,0,0,0,0,0,0,54
1500000US530330295023,"Block Group 3, Census Tract 295.02, King County, Washington",817,676,85,39,0,46,0,0,0,0,0,0,19,37
1500000US530330295024,"Block Group 4, Census Tract 295.02, King County, Washington",871,811,30,0,0,30,0,0,0,0,0,0,12,18
1500000US530330295031,"Block Group 1, Census Tract 295.03, King County, Washington",700,510,113,66,0,47,0,0,0,0,31,0,0,46
1500000US530330295032,"Block Group 2, Census Tract 295.03, King County, Washington",1137,1080,57,41,16,0,0,0,0,0,0,0,0,0
1500000US530330295033,"Block Group 3, Census Tract 295.03, King County, Washington",955,624,235,235,0,0,0,0,0,0,0,16,16,64
1500000US530330295034,"Block Group 4, Census Tract 295.03, King County, Washington",507,371,88,88,0,0,0,0,0,0,0,0,0,48
1500000US530330295035,"Block Group 5, Census Tract 295.03, King County, Washington",1227,1021,189,143,0,46,0,0,0,0,0,0,17,0
1500000US530330295041,"Block Group 1, Census Tract 295.04, King County, Washington",587,507,9,9,0,0,0,0,0,0,0,49,0,22
1500000US530330295042,"Block Group 2, Census Tract 295.04, King County, Washington",987,865,85,73,0,12,0,0,0,0,0,0,0,37
1500000US530330295043,"Block Group 3, Census Tract 295.04, King County, Washington",1085,1020,27,20,0,7,0,0,0,13,0,0,0,25
1500000US530330296011,"Block Group 1, Census Tract 296.01, King County, Washington",939,804,100,29,35,36,0,0,0,0,0,35,0,0
1500000US530330296012,"Block Group 2, Census Tract 296.01, King County, Washington",597,432,93,0,0,43,50,0,0,14,0,0,24,34
1500000US530330296013,"Block Group 3, Census Tract 296.01, King County, Washington",615,432,48,0,0,48,0,0,0,0,0,34,0,101
1500000US530330296014,"Block Group 4, Census Tract 296.01, King County, Washington",584,447,109,109,0,0,0,0,0,0,0,0,28,0
1500000US530330296015,"Block Group 5, Census Tract 296.01, King County, Washington",726,679,10,10,0,0,0,0,0,0,0,0,0,37
1500000US530330296021,"Block Group 1, Census Tract 296.02, King County, Washington",654,576,44,0,0,44,0,0,0,0,0,0,0,34
1500000US530330296022,"Block Group 2, Census Tract 296.02, King County, Washington",941,788,97,42,0,55,0,0,0,0,0,1,0,55
1500000US530330296023,"Block Group 3, Census Tract 296.02, King County, Washington",1872,1537,180,127,9,44,0,0,0,0,0,33,17,105
1500000US530330297001,"Block Group 1, Census Tract 297, King County, Washington",700,545,114,86,0,28,0,0,41,0,0,0,0,0
1500000US530330297002,"Block Group 2, Census Tract 297, King County, Washington",706,570,40,14,0,15,11,0,0,14,0,37,0,45
1500000US530330297003,"Block Group 3, Census Tract 297, King County, Washington",572,482,15,15,0,0,0,0,0,0,48,11,0,16
1500000US530330297004,"Block Group 4, Census Tract 297, King County, Washington",430,338,45,45,0,0,0,0,0,0,15,16,0,16
1500000US530330297005,"Block Group 5, Census Tract 297, King County, Washington",665,567,18,18,0,0,0,0,0,11,0,43,0,26
1500000US530330298011,"Block Group 1, Census Tract 298.01, King County, Washington",1078,803,51,0,0,51,0,0,0,0,0,0,181,43
1500000US530330298012,"Block Group 2, Census Tract 298.01, King County, Washington",939,780,73,73,0,0,0,0,0,0,18,0,0,68
1500000US530330298013,"Block Group 3, Census Tract 298.01, King County, Washington",990,896,66,54,0,0,12,0,0,0,0,0,0,28
1500000US530330298014,"Block Group 4, Census Tract 298.01, King County, Washington",851,664,139,114,0,0,25,0,0,0,15,0,20,13
1500000US530330298015,"Block Group 5, Census Tract 298.01, King County, Washington",1359,1245,35,35,0,0,0,0,0,0,0,17,0,62
1500000US530330298021,"Block Group 1, Census Tract 298.02, King County, Washington",220,207,13,13,0,0,0,0,0,0,0,0,0,0
1500000US530330298022,"Block Group 2, Census Tract 298.02, King County, Washington",582,457,37,37,0,0,0,0,0,0,0,12,0,76
1500000US530330298023,"Block Group 3, Census Tract 298.02, King County, Washington",1276,1022,239,239,0,0,0,0,0,0,0,0,0,15
1500000US530330298024,"Block Group 4, Census Tract 298.02, King County, Washington",404,389,0,0,0,0,0,0,0,0,0,0,0,15
1500000US530330298025,"Block Group 5, Census Tract 298.02, King County, Washington",735,527,87,27,0,60,0,0,0,0,0,0,0,121
1500000US530330298026,"Block Group 6, Census Tract 298.02, King County, Washington",1452,1271,99,63,0,36,0,0,0,0,0,0,0,82
1500000US530330299011,"Block Group 1, Census Tract 299.01, King County, Washington",909,791,77,77,0,0,0,0,0,0,0,10,24,7
1500000US530330299012,"Block Group 2, Census Tract 299.01, King County, Washington",601,514,29,29,0,0,0,0,0,12,0,0,0,46
1500000US530330299013,"Block Group 3, Census Tract 299.01, King County, Washington",759,540,130,88,42,0,0,0,0,0,0,0,0,89
1500000US530330299021,"Block Group 1, Census Tract 299.02, King County, Washington",679,549,35,29,0,6,0,0,0,0,0,0,0,95
1500000US530330299022,"Block Group 2, Census Tract 299.02, King County, Washington",632,490,35,13,22,0,0,0,0,0,0,0,0,107
1500000US530330299023,"Block Group 3, Census Tract 299.02, King County, Washington",1186,1089,55,22,9,6,18,0,0,0,0,0,0,42
1500000US530330300031,"Block Group 1, Census Tract 300.03, King County, Washington",297,265,32,32,0,0,0,0,0,0,0,0,0,0
1500000US530330300032,"Block Group 2, Census Tract 300.03, King County, Washington",588,543,31,0,0,17,14,0,0,0,0,0,0,14
1500000US530330300033,"Block Group 3, Census Tract 300.03, King County, Washington",673,459,77,66,0,0,11,0,0,15,0,62,0,60
1500000US530330300034,"Block Group 4, Census Tract 300.03, King County, Washington",559,493,23,7,0,0,16,0,0,0,0,0,0,43
1500000US530330300035,"Block Group 5, Census Tract 300.03, King County, Washington",977,902,75,75,0,0,0,0,0,0,0,0,0,0
1500000US530330300041,"Block Group 1, Census Tract 300.04, King County, Washington",653,653,0,0,0,0,0,0,0,0,0,0,0,0
1500000US530330300042,"Block Group 2, Census Tract 300.04, King County, Washington",890,685,123,82,41,0,0,0,0,0,0,0,0,82
1500000US530330300043,"Block Group 3, Census Tract 300.04, King County, Washington",873,791,62,62,0,0,0,0,0,0,0,0,0,20
1500000US530330300044,"Block Group 4, Census Tract 300.04, King County, Washington",632,524,69,69,0,0,0,0,0,0,0,39,0,0
1500000US530330300045,"Block Group 5, Census Tract 300.04, King County, Washington",843,736,67,67,0,0,0,0,0,0,0,0,0,40
1500000US530330300046,"Block Group 6, Census Tract 300.04, King County, Washington",736,482,213,176,18,0,19,0,0,0,0,0,41,0
1500000US530330300051,"Block Group 1, Census Tract 300.05, King County, Washington",1168,988,138,117,21,0,0,0,0,0,0,28,0,14
1500000US530330300052,"Block Group 2, Census Tract 300.05, King County, Washington",807,680,71,63,0,8,0,0,0,0,0,0,0,56
1500000US530330300053,"Block Group 3, Census Tract 300.05, King County, Washington",964,858,72,61,0,11,0,0,0,0,0,16,0,18
1500000US530330300061,"Block Group 1, Census Tract 300.06, King County, Washington",1060,915,108,108,0,0,0,0,0,0,0,2,0,35
1500000US530330300062,"Block Group 2, Census Tract 300.06, King County, Washington",861,627,136,127,9,0,0,0,0,0,0,98,0,0
1500000US530330301001,"Block Group 1, Census Tract 301, King County, Washington",501,396,47,38,9,0,0,0,0,0,0,0,0,58
1500000US530330301002,"Block Group 2, Census Tract 301, King County, Washington",350,316,14,14,0,0,0,0,0,0,0,0,0,20
1500000US530330301003,"Block Group 3, Census Tract 301, King County, Washington",720,667,38,38,0,0,0,0,0,0,0,0,0,15
1500000US530330301004,"Block Group 4, Census Tract 301, King County, Washington",538,453,21,21,0,0,0,0,0,0,0,0,52,12
1500000US530330301005,"Block Group 5, Census Tract 301, King County, Washington",546,390,156,156,0,0,0,0,0,0,0,0,0,0
1500000US530330301006,"Block Group 6, Census Tract 301, King County, Washington",565,467,79,67,0,12,0,0,0,0,0,0,0,19
1500000US530330301007,"Block Group 7, Census Tract 301, King County, Washington",376,348,0,0,0,0,0,0,0,0,0,0,0,28
1500000US530330302011,"Block Group 1, Census Tract 302.01, King County, Washington",543,525,18,18,0,0,0,0,0,0,0,0,0,0
1500000US530330302012,"Block Group 2, Census Tract 302.01, King County, Washington",753,683,46,46,0,0,0,0,0,0,0,0,0,24
1500000US530330302013,"Block Group 3, Census Tract 302.01, King County, Washington",864,796,34,34,0,0,0,0,0,0,0,16,0,18
1500000US530330302014,"Block Group 4, Census Tract 302.01, King County, Washington",637,496,81,81,0,0,0,0,0,0,23,28,0,9
1500000US530330302021,"Block Group 1, Census Tract 302.02, King County, Washington",348,284,64,64,0,0,0,0,0,0,0,0,0,0
1500000US530330302022,"Block Group 2, Census Tract 302.02, King County, Washington",573,508,31,31,0,0,0,0,0,0,0,0,0,34
1500000US530330302023,"Block Group 3, Census Tract 302.02, King County, Washington",400,278,122,122,0,0,0,0,0,0,0,0,0,0
1500000US530330302024,"Block Group 4, Census Tract 302.02, King County, Washington",1252,1120,38,38,0,0,0,0,0,0,0,0,0,94
1500000US530330302025,"Block Group 5, Census Tract 302.02, King County, Washington",968,753,14,14,0,0,0,0,0,0,0,139,17,45
1500000US530330303041,"Block Group 1, Census Tract 303.04, King County, Washington",974,867,33,32,1,0,0,0,0,5,0,9,0,60
1500000US530330303042,"Block Group 2, Census Tract 303.04, King County, Washington",888,743,92,92,0,0,0,0,31,0,0,0,0,22
1500000US530330303051,"Block Group 1, Census Tract 303.05, King County, Washington",616,471,67,67,0,0,0,0,0,0,0,0,0,78
1500000US530330303052,"Block Group 2, Census Tract 303.05, King County, Washington",953,609,264,264,0,0,0,0,0,0,0,11,0,69
1500000US530330303053,"Block Group 3, Census Tract 303.05, King County, Washington",655,588,65,54,0,11,0,0,0,0,0,0,0,2
1500000US530330303061,"Block Group 1, Census Tract 303.06, King County, Washington",812,752,36,36,0,0,0,0,0,0,0,0,0,24
1500000US530330303062,"Block Group 2, Census Tract 303.06, King County, Washington",665,606,16,16,0,0,0,0,0,22,0,0,0,21
1500000US530330303063,"Block Group 3, Census Tract 303.06, King County, Washington",643,570,47,47,0,0,0,0,0,0,0,0,0,26
1500000US530330303064,"Block Group 4, Census Tract 303.06, King County, Washington",632,574,35,35,0,0,0,0,0,0,0,23,0,0
1500000US530330303081,"Block Group 1, Census Tract 303.08, King County, Washington",464,375,72,72,0,0,0,0,0,0,0,2,0,15
1500000US530330303082,"Block Group 2, Census Tract 303.08, King County, Washington",853,671,54,54,0,0,0,0,0,0,22,0,69,37
1500000US530330303083,"Block Group 3, Census Tract 303.08, King County, Washington",786,697,32,32,0,0,0,0,0,0,0,1,0,56
1500000US530330303084,"Block Group 4, Census Tract 303.08, King County, Washington",1330,1229,80,80,0,0,0,0,0,0,0,0,0,21
1500000US530330303091,"Block Group 1, Census Tract 303.09, King County, Washington",787,670,43,43,0,0,0,0,0,0,0,2,43,29
1500000US530330303092,"Block Group 2, Census Tract 303.09, King County, Washington",578,501,0,0,0,0,0,0,0,0,0,64,0,13
1500000US530330303093,"Block Group 3, Census Tract 303.09, King County, Washington",485,446,13,13,0,0,0,0,0,0,0,0,0,26
1500000US530330303094,"Block Group 4, Census Tract 303.09, King County, Washington",1431,1275,129,118,11,0,0,0,0,0,0,0,0,27
1500000US530330303101,"Block Group 1, Census Tract 303.10, King County, Washington",505,464,5,5,0,0,0,0,0,0,0,15,0,21
1500000US530330303102,"Block Group 2, Census Tract 303.10, King County, Washington",724,644,23,23,0,0,0,0,0,0,0,0,15,42
1500000US530330303103,"Block Group 3, Census Tract 303.10, King County, Washington",1088,953,69,69,0,0,0,0,0,0,0,5,25,36
1500000US530330303104,"Block Group 4, Census Tract 303.10, King County, Washington",909,805,61,61,0,0,0,0,0,0,0,0,43,0
1500000US530330303111,"Block Group 1, Census Tract 303.11, King County, Washington",632,533,11,11,0,0,0,0,0,18,0,0,0,70
1500000US530330303112,"Block Group 2, Census Tract 303.11, King County, Washington",862,747,79,66,13,0,0,0,0,0,0,0,0,36
1500000US530330303113,"Block Group 3, Census Tract 303.11, King County, Washington",800,582,188,188,0,0,0,0,0,0,0,0,13,17
1500000US530330303114,"Block Group 4, Census Tract 303.11, King County, Washington",295,295,0,0,0,0,0,0,0,0,0,0,0,0
1500000US530330303121,"Block Group 1, Census Tract 303.12, King County, Washington",501,450,15,15,0,0,0,0,0,9,0,0,0,27
1500000US530330303122,"Block Group 2, Census Tract 303.12, King County, Washington",519,433,76,76,0,0,0,0,0,0,0,10,0,0
1500000US530330303123,"Block Group 3, Census Tract 303.12, King County, Washington",492,427,18,18,0,0,0,0,0,0,0,0,25,22
1500000US530330303124,"Block Group 4, Census Tract 303.12, King County, Washington",798,611,58,45,0,13,0,0,0,0,0,38,0,91
1500000US530330303131,"Block Group 1, Census Tract 303.13, King County, Washington",398,318,13,13,0,0,0,0,0,11,0,9,0,47
1500000US530330303132,"Block Group 2, Census Tract 303.13, King County, Washington",1326,1054,130,130,0,0,0,0,0,9,32,57,0,44
1500000US530330303141,"Block Group 1, Census Tract 303.14, King County, Washington",820,694,29,29,0,0,0,0,0,0,0,44,43,10
1500000US530330303142,"Block Group 2, Census Tract 303.14, King County, Washington",524,500,24,24,0,0,0,0,0,0,0,0,0,0
1500000US530330303143,"Block Group 3, Census Tract 303.14, King County, Washington",480,414,9,9,0,0,0,0,0,0,0,0,0,57
1500000US530330304011,"Block Group 1, Census Tract 304.01, King County, Washington",1266,1022,60,10,0,50,0,0,0,0,0,0,61,123
1500000US530330304012,"Block Group 2, Census Tract 304.01, King County, Washington",1131,1051,21,21,0,0,0,0,0,24,0,18,0,17
1500000US530330304013,"Block Group 3, Census Tract 304.01, King County, Washington",604,546,21,21,0,0,0,0,0,0,0,0,0,37
1500000US530330304014,"Block Group 4, Census Tract 304.01, King County, Washington",532,506,26,26,0,0,0,0,0,0,0,0,0,0
1500000US530330304015,"Block Group 5, Census Tract 304.01, King County, Washington",1018,795,0,0,0,0,0,0,0,0,0,130,23,70
1500000US530330304031,"Block Group 1, Census Tract 304.03, King County, Washington",630,539,61,61,0,0,0,0,0,0,0,0,14,16
1500000US530330304032,"Block Group 2, Census Tract 304.03, King County, Washington",904,797,96,96,0,0,0,0,0,0,0,0,0,11
1500000US530330304033,"Block Group 3, Census Tract 304.03, King County, Washington",769,631,49,28,0,21,0,0,0,0,0,0,0,89
1500000US530330304041,"Block Group 1, Census Tract 304.04, King County, Washington",1217,1009,21,21,0,0,0,0,0,17,0,106,16,48
1500000US530330304042,"Block Group 2, Census Tract 304.04, King County, Washington",811,701,28,10,0,18,0,0,0,0,0,0,0,82
1500000US530330304043,"Block Group 3, Census Tract 304.04, King County, Washington",531,458,33,33,0,0,0,0,0,0,0,0,0,40
1500000US530330305011,"Block Group 1, Census Tract 305.01, King County, Washington",515,431,45,0,2,43,0,0,0,0,8,18,6,7
1500000US530330305012,"Block Group 2, Census Tract 305.01, King County, Washington",253,154,16,16,0,0,0,0,0,0,0,56,4,23
1500000US530330305031,"Block Group 1, Census Tract 305.03, King County, Washington",793,701,39,39,0,0,0,0,0,0,0,14,17,22
1500000US530330305032,"Block Group 2, Census Tract 305.03, King County, Washington",1453,1155,135,135,0,0,0,0,0,12,27,16,0,108
1500000US530330305041,"Block Group 1, Census Tract 305.04, King County, Washington",369,281,42,0,0,42,0,0,0,0,0,16,0,30
1500000US530330305042,"Block Group 2, Census Tract 305.04, King County, Washington",731,639,73,0,73,0,0,0,0,0,0,5,0,14
1500000US530330305043,"Block Group 3, Census Tract 305.04, King County, Washington",684,605,18,18,0,0,0,0,0,0,0,51,0,10
1500000US530330305044,"Block Group 4, Census Tract 305.04, King County, Washington",472,403,55,55,0,0,0,0,0,0,0,13,0,1
1500000US530330306001,"Block Group 1, Census Tract 306, King County, Washington",801,671,23,0,0,23,0,0,0,0,0,15,0,92
1500000US530330306002,"Block Group 2, Census Tract 306, King County, Washington",567,470,61,61,0,0,0,0,0,0,0,0,0,36
1500000US530330306003,"Block Group 3, Census Tract 306, King County, Washington",878,605,133,97,0,36,0,0,0,14,8,70,0,48
1500000US530330306004,"Block Group 4, Census Tract 306, King County, Washington",727,616,72,0,0,72,0,0,0,0,0,14,12,13
1500000US530330307001,"Block Group 1, Census Tract 307, King County, Washington",368,356,3,3,0,0,0,0,0,0,9,0,0,0
1500000US530330307002,"Block Group 2, Census Tract 307, King County, Washington",871,763,69,59,0,10,0,0,0,25,0,14,0,0
1500000US530330307003,"Block Group 3, Census Tract 307, King County, Washington",661,606,9,6,0,3,0,0,0,0,0,0,10,36
1500000US530330308011,"Block Group 1, Census Tract 308.01, King County, Washington",845,750,95,61,0,34,0,0,0,0,0,0,0,0
1500000US530330308012,"Block Group 2, Census Tract 308.01, King County, Washington",994,901,93,93,0,0,0,0,0,0,0,0,0,0
1500000US530330308013,"Block Group 3, Census Tract 308.01, King County, Washington",1022,884,62,12,0,15,35,0,14,0,0,0,0,62
1500000US530330308021,"Block Group 1, Census Tract 308.02, King County, Washington",739,635,62,37,0,25,0,0,0,0,0,34,0,8
1500000US530330308022,"Block Group 2, Census Tract 308.02, King County, Washington",519,509,9,9,0,0,0,0,0,0,0,1,0,0
1500000US530330308023,"Block Group 3, Census Tract 308.02, King County, Washington",432,340,63,52,0,11,0,0,0,0,0,0,12,17
1500000US530330309011,"Block Group 1, Census Tract 309.01, King County, Washington",1006,913,60,53,0,7,0,0,0,0,3,0,8,22
1500000US530330309012,"Block Group 2, Census Tract 309.01, King County, Washington",930,775,56,4,0,18,34,0,0,38,8,19,0,34
1500000US530330309021,"Block Group 1, Census Tract 309.02, King County, Washington",1163,1127,11,11,0,0,0,0,0,0,0,15,10,0
1500000US530330309022,"Block Group 2, Census Tract 309.02, King County, Washington",699,637,21,0,0,21,0,0,0,0,0,41,0,0
1500000US530330309023,"Block Group 3, Census Tract 309.02, King County, Washington",1294,1192,33,0,0,33,0,0,0,0,0,37,21,11
1500000US530330310001,"Block Group 1, Census Tract 310, King County, Washington",1572,1295,98,9,0,89,0,0,0,0,0,25,54,100
1500000US530330310002,"Block Group 2, Census Tract 310, King County, Washington",944,805,96,0,20,76,0,0,0,7,0,0,10,26
1500000US530330311001,"Block Group 1, Census Tract 311, King County, Washington",679,617,42,0,0,42,0,0,0,0,0,0,0,20
1500000US530330311002,"Block Group 2, Census Tract 311, King County, Washington",764,713,0,0,0,0,0,0,0,0,0,0,17,34
1500000US530330311003,"Block Group 3, Census Tract 311, King County, Washington",1051,924,39,27,0,9,3,0,6,0,0,66,0,16
1500000US530330311004,"Block Group 4, Census Tract 311, King County, Washington",393,339,9,9,0,0,0,0,0,0,2,4,32,7
1500000US530330311005,"Block Group 5, Census Tract 311, King County, Washington",482,479,0,0,0,0,0,0,0,0,0,0,3,0
1500000US530330312021,"Block Group 1, Census Tract 312.02, King County, Washington",980,879,17,0,0,17,0,0,0,0,0,0,0,84
1500000US530330312022,"Block Group 2, Census Tract 312.02, King County, Washington",357,317,2,2,0,0,0,0,0,0,0,17,0,21
1500000US530330312023,"Block Group 3, Census Tract 312.02, King County, Washington",578,473,32,0,0,32,0,0,0,14,0,26,0,33
1500000US530330312024,"Block Group 4, Census Tract 312.02, King County, Washington",425,333,0,0,0,0,0,0,0,0,0,13,0,79
1500000US530330312025,"Block Group 5, Census Tract 312.02, King County, Washington",348,304,6,5,0,1,0,0,0,0,0,2,0,36
1500000US530330312041,"Block Group 1, Census Tract 312.04, King County, Washington",446,374,0,0,0,0,0,0,0,0,0,20,0,52
1500000US530330312042,"Block Group 2, Census Tract 312.04, King County, Washington",667,564,40,0,0,40,0,0,0,0,0,0,0,63
1500000US530330312043,"Block Group 3, Census Tract 312.04, King County, Washington",649,562,0,0,0,0,0,0,0,0,0,0,0,87
1500000US530330312044,"Block Group 4, Census Tract 312.04, King County, Washington",421,410,0,0,0,0,0,0,0,0,0,0,0,11
1500000US530330312045,"Block Group 5, Census Tract 312.04, King County, Washington",764,717,14,1,0,13,0,0,0,0,0,0,0,33
1500000US530330312051,"Block Group 1, Census Tract 312.05, King County, Washington",1666,1448,151,81,43,27,0,0,0,13,0,0,0,54
1500000US530330312052,"Block Group 2, Census Tract 312.05, King County, Washington",1182,976,185,150,0,35,0,0,0,0,0,0,0,21
1500000US530330312053,"Block Group 3, Census Tract 312.05, King County, Washington",1205,977,172,17,0,155,0,0,0,0,0,0,0,56
1500000US530330312061,"Block Group 1, Census Tract 312.06, King County, Washington",461,377,56,25,0,31,0,0,0,0,0,0,0,28
1500000US530330312062,"Block Group 2, Census Tract 312.06, King County, Washington",787,678,39,23,0,16,0,0,0,0,0,42,0,28
1500000US530330312063,"Block Group 3, Census Tract 312.06, King County, Washington",948,861,20,0,0,20,0,0,0,0,0,24,31,12
1500000US530330313011,"Block Group 1, Census Tract 313.01, King County, Washington",584,536,0,0,0,0,0,0,0,0,0,0,15,33
1500000US530330313012,"Block Group 2, Census Tract 313.01, King County, Washington",412,309,19,13,0,6,0,0,0,0,0,7,0,77
1500000US530330313021,"Block Group 1, Census Tract 313.02, King County, Washington",579,548,11,0,0,11,0,0,0,0,0,0,0,20
1500000US530330313022,"Block Group 2, Census Tract 313.02, King County, Washington",451,379,0,0,0,0,0,0,0,0,0,0,8,64
1500000US530330313023,"Block Group 3, Census Tract 313.02, King County, Washington",618,607,0,0,0,0,0,0,0,0,0,0,11,0
1500000US530330313024,"Block Group 4, Census Tract 313.02, King County, Washington",535,497,15,0,0,15,0,0,0,0,0,0,0,23
1500000US530330314001,"Block Group 1, Census Tract 314, King County, Washington",457,403,0,0,0,0,0,0,0,0,0,0,0,54
1500000US530330314002,"Block Group 2, Census Tract 314, King County, Washington",644,622,0,0,0,0,0,0,0,22,0,0,0,0
1500000US530330314003,"Block Group 3, Census Tract 314, King County, Washington",1005,886,29,0,0,29,0,0,0,0,0,41,0,49
