id,geographic_area_name,estimate_total,estimate_total_white_alone,estimate_total_black_or_african_american_alone,estimate_total_american_indian_and_alaska_native_alone,estimate_total_asian_alone,estimate_total_native_hawaiian_and_other_pacific_islander_alone,estimate_total_some_other_race_alone,estimate_total_two_or_more_races,estimate_total_two_or_more_races_two_races_including_some_other_race,estimate_total_two_or_more_races_two_races_excluding_some_other_race_and_three_or_more_races
1500000US530330319072,"Block Group 2, Census Tract 319.07, King County, Washington",708,440,83,0,73,0,43,69,0,69
1500000US530330319073,"Block Group 3, Census Tract 319.07, King County, Washington",2571,1700,75,30,451,0,98,217,100,117
1500000US530330319074,"Block Group 4, Census Tract 319.07, King County, Washington",3029,1262,338,11,864,0,42,512,131,381
1500000US530330319075,"Block Group 5, Census Tract 319.07, King County, Washington",1173,675,11,17,113,24,0,333,0,333
1500000US530330319081,"Block Group 1, Census Tract 319.08, King County, Washington",1522,817,322,0,82,152,0,149,58,91
1500000US530330319082,"Block Group 2, Census Tract 319.08, King County, Washington",1491,964,67,0,185,0,60,215,114,101
1500000US530330319083,"Block Group 3, Census Tract 319.08, King County, Washington",1364,846,332,0,62,0,0,124,0,124
1500000US530330319091,"Block Group 1, Census Tract 319.09, King County, Washington",1843,1087,344,0,284,23,0,105,0,105
1500000US530330319092,"Block Group 2, Census Tract 319.09, King County, Washington",1418,958,76,0,374,0,1,9,0,9
1500000US530330320021,"Block Group 1, Census Tract 320.02, King County, Washington",1771,1552,92,0,24,0,28,75,28,47
1500000US530330320022,"Block Group 2, Census Tract 320.02, King County, Washington",1459,1428,0,0,6,0,10,15,0,15
1500000US530330320031,"Block Group 1, Census Tract 320.03, King County, Washington",1558,1401,8,0,69,0,49,31,0,31
1500000US530330320032,"Block Group 2, Census Tract 320.03, King County, Washington",1675,1597,0,0,6,0,10,62,0,62
1500000US530330320033,"Block Group 3, Census Tract 320.03, King County, Washington",1148,969,0,0,37,0,0,142,26,116
1500000US530330320034,"Block Group 4, Census Tract 320.03, King County, Washington",1176,1092,11,0,11,0,10,52,10,42
1500000US530330320051,"Block Group 1, Census Tract 320.05, King County, Washington",643,470,0,0,77,96,0,0,0,0
1500000US530330320052,"Block Group 2, Census Tract 320.05, King County, Washington",1048,869,37,0,55,0,0,87,0,87
1500000US530330320053,"Block Group 3, Census Tract 320.05, King County, Washington",1359,989,42,20,53,0,0,255,29,226
1500000US530330320054,"Block Group 4, Census Tract 320.05, King County, Washington",1743,1378,52,0,188,0,0,125,0,125
1500000US530330320055,"Block Group 5, Census Tract 320.05, King County, Washington",1119,837,27,0,231,0,0,24,0,24
1500000US530330320056,"Block Group 6, Census Tract 320.05, King County, Washington",902,842,23,0,0,0,0,37,0,37
1500000US530330320061,"Block Group 1, Census Tract 320.06, King County, Washington",1394,1258,49,30,10,0,0,47,0,47
1500000US530330320062,"Block Group 2, Census Tract 320.06, King County, Washington",2493,2098,52,0,98,40,38,167,17,150
1500000US530330320063,"Block Group 3, Census Tract 320.06, King County, Washington",1675,1471,0,0,52,0,19,133,0,133
1500000US530330320071,"Block Group 1, Census Tract 320.07, King County, Washington",972,851,11,0,18,32,8,52,0,52
1500000US530330320072,"Block Group 2, Census Tract 320.07, King County, Washington",1726,1541,133,0,12,0,0,40,0,40
1500000US530330320073,"Block Group 3, Census Tract 320.07, King County, Washington",815,718,0,11,30,0,0,56,0,56
1500000US530330320081,"Block Group 1, Census Tract 320.08, King County, Washington",1591,1487,0,0,36,0,16,52,0,52
1500000US530330320082,"Block Group 2, Census Tract 320.08, King County, Washington",1730,1458,41,0,44,0,94,93,8,85
1500000US530330320083,"Block Group 3, Census Tract 320.08, King County, Washington",1187,1004,0,0,90,0,0,93,9,84
1500000US530330320101,"Block Group 1, Census Tract 320.10, King County, Washington",1082,979,0,16,72,0,15,0,0,0
1500000US530330320102,"Block Group 2, Census Tract 320.10, King County, Washington",1609,1382,0,0,89,0,0,138,0,138
1500000US530330320103,"Block Group 3, Census Tract 320.10, King County, Washington",1042,797,23,0,78,0,0,144,0,144
1500000US530330320104,"Block Group 4, Census Tract 320.10, King County, Washington",2496,2160,0,12,165,0,0,159,0,159
1500000US530330320111,"Block Group 1, Census Tract 320.11, King County, Washington",2249,1700,54,0,248,0,0,247,14,233
1500000US530330320112,"Block Group 2, Census Tract 320.11, King County, Washington",2206,1992,0,0,65,0,0,149,0,149
1500000US530330321021,"Block Group 1, Census Tract 321.02, King County, Washington",1141,1054,0,0,67,0,12,8,0,8
1500000US530330321022,"Block Group 2, Census Tract 321.02, King County, Washington",1077,1036,0,0,7,0,0,34,0,34
1500000US530330321023,"Block Group 3, Census Tract 321.02, King County, Washington",1553,1456,18,0,19,0,0,60,0,60
1500000US530330321024,"Block Group 4, Census Tract 321.02, King County, Washington",1506,1329,7,0,91,0,0,79,0,79
1500000US530330321031,"Block Group 1, Census Tract 321.03, King County, Washington",847,700,0,0,147,0,0,0,0,0
1500000US530330321032,"Block Group 2, Census Tract 321.03, King County, Washington",1546,1289,50,0,86,0,61,60,19,41
1500000US530330321033,"Block Group 3, Census Tract 321.03, King County, Washington",1725,1409,0,0,100,0,127,89,0,89
1500000US530330321034,"Block Group 4, Census Tract 321.03, King County, Washington",1292,979,17,0,235,0,13,48,0,48
1500000US530330321041,"Block Group 1, Census Tract 321.04, King County, Washington",2948,2475,113,0,180,0,38,142,0,142
1500000US530330321042,"Block Group 2, Census Tract 321.04, King County, Washington",2200,1314,0,0,236,0,618,32,0,32
1500000US530330321043,"Block Group 3, Census Tract 321.04, King County, Washington",1119,948,0,0,29,0,72,70,0,70
1500000US530330322031,"Block Group 1, Census Tract 322.03, King County, Washington",2553,1106,0,0,1319,0,30,98,25,73
1500000US530330322032,"Block Group 2, Census Tract 322.03, King County, Washington",1534,957,0,0,463,0,52,62,0,62
1500000US530330322033,"Block Group 3, Census Tract 322.03, King County, Washington",3064,2305,2,0,706,0,0,51,0,51
1500000US530330322034,"Block Group 4, Census Tract 322.03, King County, Washington",1169,1135,0,0,17,0,17,0,0,0
1500000US530330322071,"Block Group 1, Census Tract 322.07, King County, Washington",1565,1049,0,0,454,0,0,62,0,62
1500000US530330322072,"Block Group 2, Census Tract 322.07, King County, Washington",942,719,7,0,144,0,0,72,0,72
1500000US530330322073,"Block Group 3, Census Tract 322.07, King County, Washington",1364,1158,11,0,151,0,0,44,0,44
1500000US530330322081,"Block Group 1, Census Tract 322.08, King County, Washington",1706,1143,5,7,493,0,9,49,0,49
1500000US530330322082,"Block Group 2, Census Tract 322.08, King County, Washington",870,804,0,0,66,0,0,0,0,0
1500000US530330322083,"Block Group 3, Census Tract 322.08, King County, Washington",1965,1300,0,0,541,0,0,124,0,124
1500000US530330322084,"Block Group 4, Census Tract 322.08, King County, Washington",2175,1213,65,0,660,0,10,227,37,190
1500000US530330322085,"Block Group 5, Census Tract 322.08, King County, Washington",2933,2124,75,0,498,0,43,193,18,175
1500000US530330322101,"Block Group 1, Census Tract 322.10, King County, Washington",1721,1404,2,88,147,0,5,75,0,75
1500000US530330322102,"Block Group 2, Census Tract 322.10, King County, Washington",5280,3090,105,0,1762,0,50,273,68,205
1500000US530330322103,"Block Group 3, Census Tract 322.10, King County, Washington",8207,4119,438,36,2439,0,513,662,87,575
1500000US530330322111,"Block Group 1, Census Tract 322.11, King County, Washington",1756,1057,25,64,536,0,0,74,0,74
1500000US530330322112,"Block Group 2, Census Tract 322.11, King County, Washington",1708,1073,37,0,544,0,0,54,0,54
1500000US530330322113,"Block Group 3, Census Tract 322.11, King County, Washington",1583,987,0,0,430,13,0,153,8,145
1500000US530330322121,"Block Group 1, Census Tract 322.12, King County, Washington",2741,1528,113,0,986,0,0,114,0,114
1500000US530330322122,"Block Group 2, Census Tract 322.12, King County, Washington",929,648,9,0,272,0,0,0,0,0
1500000US530330322123,"Block Group 3, Census Tract 322.12, King County, Washington",1918,1003,0,0,901,0,14,0,0,0
1500000US530330322124,"Block Group 4, Census Tract 322.12, King County, Washington",2621,1278,176,0,788,0,49,330,86,244
1500000US530330322131,"Block Group 1, Census Tract 322.13, King County, Washington",991,861,0,0,80,0,0,50,0,50
1500000US530330322132,"Block Group 2, Census Tract 322.13, King County, Washington",1196,847,1,2,336,0,1,9,0,9
1500000US530330322133,"Block Group 3, Census Tract 322.13, King County, Washington",2119,1454,0,36,595,0,0,34,0,34
1500000US530330322141,"Block Group 1, Census Tract 322.14, King County, Washington",2004,904,22,0,1015,10,0,53,0,53
1500000US530330322142,"Block Group 2, Census Tract 322.14, King County, Washington",2805,1478,11,0,1201,14,0,101,0,101
1500000US530330322143,"Block Group 3, Census Tract 322.14, King County, Washington",2067,1079,0,0,878,0,0,110,0,110
1500000US530330322151,"Block Group 1, Census Tract 322.15, King County, Washington",2022,999,182,0,799,0,0,42,0,42
1500000US530330322152,"Block Group 2, Census Tract 322.15, King County, Washington",3167,1690,0,0,1379,0,10,88,0,88
1500000US530330323071,"Block Group 1, Census Tract 323.07, King County, Washington",1738,1401,0,0,162,0,0,175,0,175
1500000US530330323072,"Block Group 2, Census Tract 323.07, King County, Washington",1204,1131,0,0,28,0,16,29,0,29
1500000US530330323073,"Block Group 3, Census Tract 323.07, King County, Washington",1163,1018,0,0,145,0,0,0,0,0
1500000US530330323074,"Block Group 4, Census Tract 323.07, King County, Washington",1128,1086,0,0,16,0,0,26,0,26
1500000US530330323075,"Block Group 5, Census Tract 323.07, King County, Washington",801,663,0,0,63,0,0,75,0,75
1500000US530330323091,"Block Group 1, Census Tract 323.09, King County, Washington",1580,915,0,26,475,0,28,136,0,136
1500000US530330323092,"Block Group 2, Census Tract 323.09, King County, Washington",5193,2385,135,0,2237,22,42,372,127,245
1500000US530330323093,"Block Group 3, Census Tract 323.09, King County, Washington",2069,825,33,0,1012,0,0,199,7,192
1500000US530330323111,"Block Group 1, Census Tract 323.11, King County, Washington",959,813,58,0,88,0,0,0,0,0
1500000US530330323112,"Block Group 2, Census Tract 323.11, King County, Washington",1567,1337,0,0,69,0,15,146,0,146
1500000US530330323113,"Block Group 3, Census Tract 323.11, King County, Washington",1195,884,51,0,240,0,0,20,0,20
1500000US530330323114,"Block Group 4, Census Tract 323.11, King County, Washington",1246,1178,0,0,12,0,0,56,0,56
1500000US530330323115,"Block Group 5, Census Tract 323.11, King County, Washington",869,831,0,0,38,0,0,0,0,0
1500000US530330323131,"Block Group 1, Census Tract 323.13, King County, Washington",984,637,20,0,209,0,0,118,0,118
1500000US530330323132,"Block Group 2, Census Tract 323.13, King County, Washington",1417,934,35,0,403,0,14,31,14,17
1500000US530330323133,"Block Group 3, Census Tract 323.13, King County, Washington",830,122,58,0,618,0,0,32,0,32
1500000US530330323134,"Block Group 4, Census Tract 323.13, King County, Washington",3627,720,63,0,2488,0,43,313,87,226
1500000US530330323151,"Block Group 1, Census Tract 323.15, King County, Washington",1771,1483,24,0,192,0,0,72,0,72
1500000US530330323152,"Block Group 2, Census Tract 323.15, King County, Washington",1659,1531,8,0,72,0,0,48,0,48
1500000US530330323153,"Block Group 3, Census Tract 323.15, King County, Washington",1905,1693,0,5,163,0,10,34,0,34
1500000US530330323161,"Block Group 1, Census Tract 323.16, King County, Washington",753,406,36,0,262,0,0,49,0,49
1500000US530330323162,"Block Group 2, Census Tract 323.16, King County, Washington",1797,1219,10,0,490,0,9,69,0,69
1500000US530330323163,"Block Group 3, Census Tract 323.16, King County, Washington",1558,1053,9,0,404,0,0,92,0,92
1500000US530330323164,"Block Group 4, Census Tract 323.16, King County, Washington",1355,917,0,0,405,33,0,0,0,0
1500000US530330323171,"Block Group 1, Census Tract 323.17, King County, Washington",1837,1188,36,0,528,0,0,85,10,75
1500000US530330323172,"Block Group 2, Census Tract 323.17, King County, Washington",1474,1272,0,0,186,0,0,16,0,16
1500000US530330323173,"Block Group 3, Census Tract 323.17, King County, Washington",1034,538,0,0,206,0,63,227,0,227
1500000US530330323174,"Block Group 4, Census Tract 323.17, King County, Washington",1068,876,0,0,157,0,0,35,0,35
1500000US530330323175,"Block Group 5, Census Tract 323.17, King County, Washington",1135,886,0,0,221,0,0,28,0,28
1500000US530330323181,"Block Group 1, Census Tract 323.18, King County, Washington",2282,1488,0,0,631,0,0,163,34,129
1500000US530330323182,"Block Group 2, Census Tract 323.18, King County, Washington",1638,1083,0,15,483,0,0,57,0,57
1500000US530330323183,"Block Group 3, Census Tract 323.18, King County, Washington",1104,579,9,0,475,0,0,41,0,41
1500000US530330323184,"Block Group 4, Census Tract 323.18, King County, Washington",2091,640,57,0,1335,0,0,59,0,59
1500000US530330323191,"Block Group 1, Census Tract 323.19, King County, Washington",661,605,0,0,0,22,0,34,0,34
1500000US530330323192,"Block Group 2, Census Tract 323.19, King County, Washington",2213,1949,1,0,96,0,35,132,51,81
1500000US530330323193,"Block Group 3, Census Tract 323.19, King County, Washington",1866,1454,101,4,226,0,44,37,0,37
1500000US530330323194,"Block Group 4, Census Tract 323.19, King County, Washington",1254,1178,0,0,17,0,0,59,0,59
1500000US530330323201,"Block Group 1, Census Tract 323.20, King County, Washington",1449,1262,14,0,78,28,0,67,0,67
1500000US530330323202,"Block Group 2, Census Tract 323.20, King County, Washington",1577,1425,25,0,111,0,0,16,0,16
1500000US530330323203,"Block Group 3, Census Tract 323.20, King County, Washington",1633,1457,1,11,115,0,21,28,0,28
1500000US530330323211,"Block Group 1, Census Tract 323.21, King County, Washington",1116,967,0,0,75,0,0,74,0,74
1500000US530330323212,"Block Group 2, Census Tract 323.21, King County, Washington",975,831,23,0,90,11,0,20,0,20
1500000US530330323213,"Block Group 3, Census Tract 323.21, King County, Washington",2564,1124,0,0,1260,0,39,141,8,133
1500000US530330323214,"Block Group 4, Census Tract 323.21, King County, Washington",2000,818,0,33,1074,0,0,75,0,75
1500000US530330323221,"Block Group 1, Census Tract 323.22, King County, Washington",1127,861,1,0,217,0,12,36,0,36
1500000US530330323222,"Block Group 2, Census Tract 323.22, King County, Washington",786,566,0,0,144,0,0,76,0,76
1500000US530330323223,"Block Group 3, Census Tract 323.22, King County, Washington",1535,1238,21,0,238,0,0,38,0,38
1500000US530330323231,"Block Group 1, Census Tract 323.23, King County, Washington",1667,1397,24,0,148,0,0,98,0,98
1500000US530330323232,"Block Group 2, Census Tract 323.23, King County, Washington",1536,1194,0,0,323,0,19,0,0,0
1500000US530330323233,"Block Group 3, Census Tract 323.23, King County, Washington",1742,1094,0,0,425,0,12,211,118,93
1500000US530330323234,"Block Group 4, Census Tract 323.23, King County, Washington",1116,590,0,0,492,0,15,19,0,19
1500000US530330323241,"Block Group 1, Census Tract 323.24, King County, Washington",970,907,0,0,28,0,1,34,0,34
1500000US530330323242,"Block Group 2, Census Tract 323.24, King County, Washington",1574,1100,0,0,405,0,69,0,0,0
1500000US530330323243,"Block Group 3, Census Tract 323.24, King County, Washington",1855,875,56,0,632,0,179,113,0,113
1500000US530330323244,"Block Group 4, Census Tract 323.24, King County, Washington",1667,967,85,0,615,0,0,0,0,0
1500000US530330323251,"Block Group 1, Census Tract 323.25, King County, Washington",643,471,0,0,66,0,0,106,0,106
1500000US530330323252,"Block Group 2, Census Tract 323.25, King County, Washington",2427,1496,180,0,664,0,12,75,0,75
1500000US530330323253,"Block Group 3, Census Tract 323.25, King County, Washington",2956,1505,20,57,1061,0,39,274,143,131
1500000US530330323261,"Block Group 1, Census Tract 323.26, King County, Washington",1317,1038,18,0,207,0,0,54,0,54
1500000US530330323262,"Block Group 2, Census Tract 323.26, King County, Washington",1496,1197,13,0,156,0,76,54,0,54
1500000US530330323263,"Block Group 3, Census Tract 323.26, King County, Washington",854,714,0,0,98,0,9,33,0,33
1500000US530330323271,"Block Group 1, Census Tract 323.27, King County, Washington",3377,3040,66,0,238,0,0,33,0,33
1500000US530330323272,"Block Group 2, Census Tract 323.27, King County, Washington",936,738,0,12,151,0,12,23,23,0
1500000US530330323281,"Block Group 1, Census Tract 323.28, King County, Washington",1209,985,0,30,94,0,0,100,0,100
1500000US530330323282,"Block Group 2, Census Tract 323.28, King County, Washington",942,851,0,0,66,0,0,25,0,25
1500000US530330323283,"Block Group 3, Census Tract 323.28, King County, Washington",1284,911,68,0,286,0,0,19,0,19
1500000US530330323291,"Block Group 1, Census Tract 323.29, King County, Washington",3670,1853,0,14,1695,0,0,108,17,91
1500000US530330323292,"Block Group 2, Census Tract 323.29, King County, Washington",5256,2649,59,0,2254,0,41,253,56,197
1500000US530330324011,"Block Group 1, Census Tract 324.01, King County, Washington",1486,1476,0,0,3,0,3,4,1,3
1500000US530330324012,"Block Group 2, Census Tract 324.01, King County, Washington",2049,1892,0,0,109,0,0,48,0,48
1500000US530330324013,"Block Group 3, Census Tract 324.01, King County, Washington",1697,1640,2,0,20,0,0,35,0,35
1500000US530330324014,"Block Group 4, Census Tract 324.01, King County, Washington",942,863,0,0,24,0,0,55,0,55
1500000US530330324021,"Block Group 1, Census Tract 324.02, King County, Washington",2369,1744,12,0,175,0,359,79,0,79
1500000US530330324022,"Block Group 2, Census Tract 324.02, King County, Washington",2147,2012,67,0,15,0,0,53,0,53
1500000US530330324023,"Block Group 3, Census Tract 324.02, King County, Washington",1628,1605,0,0,0,0,0,23,0,23
1500000US530330324024,"Block Group 4, Census Tract 324.02, King County, Washington",881,833,0,10,24,0,0,14,0,14
1500000US530330325001,"Block Group 1, Census Tract 325, King County, Washington",1445,1359,0,8,29,0,12,37,0,37
1500000US530330325002,"Block Group 2, Census Tract 325, King County, Washington",1463,1370,44,0,28,0,1,20,0,20
1500000US530330325003,"Block Group 3, Census Tract 325, King County, Washington",827,790,6,0,0,2,2,27,0,27
1500000US530330325004,"Block Group 4, Census Tract 325, King County, Washington",1712,1598,6,0,41,6,0,61,6,55
1500000US530330326011,"Block Group 1, Census Tract 326.01, King County, Washington",2030,1580,0,0,156,27,24,243,0,243
1500000US530330326012,"Block Group 2, Census Tract 326.01, King County, Washington",1136,1105,0,0,0,0,31,0,0,0
1500000US530330326021,"Block Group 1, Census Tract 326.02, King County, Washington",4114,3140,79,0,605,0,0,290,73,217
1500000US530330326022,"Block Group 2, Census Tract 326.02, King County, Washington",1408,1119,0,0,54,0,223,12,0,12
1500000US530330326023,"Block Group 3, Census Tract 326.02, King County, Washington",5364,4356,54,16,569,0,24,345,7,338
1500000US530330326024,"Block Group 4, Census Tract 326.02, King County, Washington",3605,2958,21,16,462,0,0,148,0,148
1500000US530330327021,"Block Group 1, Census Tract 327.02, King County, Washington",1245,1139,0,0,0,0,0,106,0,106
1500000US530330327022,"Block Group 2, Census Tract 327.02, King County, Washington",1496,1248,100,0,40,0,0,108,0,108
1500000US530330327023,"Block Group 3, Census Tract 327.02, King County, Washington",1178,1097,0,61,20,0,0,0,0,0
1500000US530330327024,"Block Group 4, Census Tract 327.02, King County, Washington",1145,1145,0,0,0,0,0,0,0,0
1500000US530330327025,"Block Group 5, Census Tract 327.02, King County, Washington",987,831,9,16,0,0,125,6,0,6
1500000US530330327026,"Block Group 6, Census Tract 327.02, King County, Washington",777,764,0,0,0,13,0,0,0,0
1500000US530330327031,"Block Group 1, Census Tract 327.03, King County, Washington",1431,1304,0,0,55,0,0,72,13,59
1500000US530330327032,"Block Group 2, Census Tract 327.03, King County, Washington",1055,1005,0,10,0,0,23,17,0,17
1500000US530330327041,"Block Group 1, Census Tract 327.04, King County, Washington",2480,2093,0,0,123,0,0,264,13,251
1500000US530330327042,"Block Group 2, Census Tract 327.04, King County, Washington",1680,1527,47,0,51,0,19,36,19,17
1500000US530330327043,"Block Group 3, Census Tract 327.04, King County, Washington",1407,1373,0,0,14,0,0,20,0,20
1500000US530330327044,"Block Group 4, Census Tract 327.04, King County, Washington",1759,1103,35,0,30,0,591,0,0,0
1500000US530330328001,"Block Group 1, Census Tract 328, King County, Washington",832,816,0,10,6,0,0,0,0,0
1500000US530330328002,"Block Group 2, Census Tract 328, King County, Washington",1280,1240,0,5,10,0,0,25,0,25
1500000US530330328003,"Block Group 3, Census Tract 328, King County, Washington",445,415,9,4,0,0,0,17,0,17
1500000US530339901000,"Block Group 0, Census Tract 9901, King County, Washington",0,0,0,0,0,0,0,0,0,0
